id,name,continent,flag,cuisine_summary,dish1_name,dish1_desc,dish2_name,dish2_desc,dish3_name,dish3_desc,dish4_name,dish4_desc,dish5_name,dish5_desc
uk,United Kingdom,Europe,🇬🇧,"British food has quietly shed its bad reputation — fish and chips from a good chippie, a Sunday roast with all the trimmings, and a curry culture so thoroughly adopted that chicken tikka masala was once declared the national dish. The full breakfast remains non-negotiable.",Fish and chips,"Beer-battered cod or haddock, deep-fried, with thick-cut chips. Eaten from paper with malt vinegar — best at a seaside chippie, debated everywhere else.",Sunday roast,"Roast beef (or lamb, chicken, or pork) with Yorkshire pudding, roast potatoes, seasonal vegetables, and gravy. Britain's most sacred weekly ritual — attended rain or shine.",Chicken tikka masala,"Yogurt-marinated chicken in a creamy, spiced tomato sauce. Invented in Glasgow or Birmingham by South Asian immigrants — now as British as anything, and genuinely delicious.",,,,
usa,United States,North America,🇺🇸,"San Francisco and the Bay Area didn't just participate in American food culture — they rewrote it. When Alice Waters opened Chez Panisse in Berkeley in 1971, she launched the California cuisine movement: cook only what's local, seasonal, and sustainably grown. That radical idea gave birth to the farm-to-table movement, the organic food revival, and the farmers' market renaissance now standard across the country. In SF itself, Zuni Café (1979) and Greens (1979) carried that torch. California cuisine also absorbed the city's multicultural reality — Chinese, Japanese, Mexican, and Vietnamese influences folded into a distinctly Californian synthesis. The result elevated American food to a global level, and it started right here.",BBQ brisket,Beef brisket rubbed in salt and pepper and smoked over post oak for 12-18 hours until the bark is black and the interior melts. Central Texas's great contribution — patience as technique.,Clam chowder,"Creamy New England soup of clams, potato, and salt pork. Boston's signature — best served in a sourdough bread bowl in San Francisco, which is not Boston but somehow makes it work.",Fried chicken,"Buttermilk-marinated chicken fried in a heavily seasoned flour crust until shattering-crisp. The American South's most important dish — adopted everywhere, never quite replicated.",,,,
uruguay,Uruguay,South America,🇺🇾,"Uruguayan food is Southern Cone beef culture with its own confident identity — the chivito (the national sandwich) is the richest steak sandwich in the world, the asado is slow and wood-fired, and dulce de leche goes on everything.",Chivito,"A steak sandwich stacked with ham, bacon, fried egg, cheese, olives, and salad in a soft roll. Uruguay's national dish — a full meal held in two hands.",Asado,"Wood-fire grilled beef, lamb, and pork over a low parrilla. Uruguay argues it does this better than Argentina. Both are right enough that the argument is worth having.",Dulce de leche,"Thick, golden milk caramel spread on toast, rolled into pastries, and layered into cakes. Uruguay claims to have invented it — the rest of South America disagrees politely while eating it.",,,,
uzbekistan,Uzbekistan,Asia,🇺🇿,"Uzbek food is Central Asia's most celebrated — the plov of Tashkent's masters is a pilgrimage-worthy dish, samsa from a tandoor oven is the bazaar's essential snack, and the Silk Road has left layers of Persian, Chinese, and Russian influence in every dish.",Plov (Uzbek),"The Central Asian apex: rice cooked with lamb, yellow carrots, chickpeas, and quail eggs in a kazan over open fire. Uzbekistan's national dish — Tashkent's plov-masters train for years and serve thousands daily.",Samsa,"Layered pastry filled with spiced lamb and onion, baked against the wall of a tandoor until blistered and fragrant. The Uzbek bazaar staple — flaky, juicy, and eaten standing.",Laghman,"Hand-pulled noodles in a rich lamb and vegetable broth with tomato and spices. The Silk Road noodle dish — Chinese in ancestry, entirely Uzbek in character.",,,,
vanuatu,Vanuatu,Oceania,🇻🇺,"Vanuatu food is Pacific island cooking at its most elemental — laplap (the national dish) is cooked in earth ovens, root vegetables are the staple, and the 83 islands each have their own variations on the same coconut-and-starch theme.",Laplap,"Grated taro, yam, or banana mixed with coconut milk, wrapped in banana leaves, and cooked in an underground earth oven. Vanuatu's national dish — communal, elemental, and deeply satisfying.",Tuluk,"Laplap with a filling of meat or fish at its center — the stuffed, celebratory version of the national dish. Made for special occasions.",Freshwater prawn,"Giant prawns from Vanuatu's island rivers, grilled or steamed simply. The prized local ingredient — sweet, fresh, and best cooked minutes after being caught.",,,,
venezuela,Venezuela,South America,🇻🇪,"Venezuelan food is arepa culture and pabellón criollo — the arepa (corn cake) is eaten at every meal in every form, the national dish layers shredded beef, black beans, rice, and plantain on one plate, and hallacas at Christmas are the most labor-intensive food tradition in the Americas.",Pabellón criollo,"Shredded slow-braised beef, black beans, white rice, and fried sweet plantain on one plate. Venezuela's national dish — the four elements of the country's cooking in one harmonious arrangement.",Arepa,"Grilled or fried corn cake split open and filled with cheese, beef, chicken, avocado, or all of the above. Venezuela's daily bread — eaten at every meal, by everyone, every day.",Hallaca,"Corn dough filled with a slow-cooked stew of beef, pork, olives, raisins, and capers, wrapped in banana leaves and steamed. Venezuela's Christmas dish — made over three days by the whole family.",,,,
vietnam,Vietnam,Asia,🇻🇳,"Vietnamese food arrived in San Francisco through one of the most dramatic chapters in the city's history. After the fall of Saigon in 1975, thousands of Vietnamese refugees settled in the Tenderloin — a neighborhood no one else wanted — and transformed Larkin Street into Little Saigon, officially designated in 2003. The two-block stretch is more than 80% Vietnamese-owned. Pho, bánh mì, and bún bò Huế became SF staples. Saigon Sandwich on Larkin has been making bánh mì for 40+ years. It is one of the great immigrant comeback stories in American food history.",Phở,"Beef noodle soup in long-simmered broth with star anise and clove. Add basil, sprouts, lime, chile to taste.",Bánh mì,"Crusty baguette with pâté, pickled daikon and carrot, cucumber, cilantro, and meat. The Franco-Vietnamese sandwich.",Bún bò Huế,Spicy lemongrass beef noodle soup from central Vietnam — bolder and more pungent than phở.,,,,
yemen,Yemen,Middle East,🇾🇪,"Yemeni cuisine is one of the Arabian Peninsula's oldest and most distinctive — shaped by ancient spice trade routes, mountain geography, and coastal fishing traditions. Saltah is the national dish: a meat stew finished with hulba (fenugreek froth) and served bubbling in a stone bowl. Mandi — whole lamb or chicken slow-roasted over smoldering wood in a sealed pit — is the great ceremonial dish, eaten with fragrant rice. Bint al-sahn (honey-drenched flaky bread) is the beloved dessert. Lahoh (a spongy sourdough flatbread) is the breakfast staple. Yemeni food is aromatic without being fiery — spices like hawaij (a warm blend of cumin, turmeric, coriander, and black pepper) perfume the cooking with subtlety and depth.",Mandi,Spiced rice with slow-roasted lamb or chicken cooked in a tandoor-like pit. Served on a communal platter.,Saltah,"Brown meat stew topped with fenugreek froth, eaten with flatbread. Yemen's national dish.",Bint as-sahn,"Flaky honey bread, layered with butter, drizzled with honey, dusted with black seed. Breakfast or anytime.",,,,
zambia,Zambia,Africa,🇿🇲,"Zambian food is nshima and relish — stiff white maize porridge is the daily staple eaten at every meal, and the relish (ifisashi, kapenta, or stewed meat) is the supporting cast. The great lakes provide kapenta fish; the land provides everything else.",Nshima,"Stiff white maize porridge rolled into balls and eaten by hand. The Zambian daily staple — present at breakfast, lunch, and dinner for most of the population.",Ifisashi,Leafy greens cooked in a peanut paste sauce. The most common vegetable relish in Zambia — eaten alongside nshima at every meal.,Kapenta,"Tiny dried lake fish (similar to whitebait) fried or stewed with tomato, onion, and chili. The everyday Zambian protein — fished from the great lakes and eaten across the country.",,,,
zimbabwe,Zimbabwe,Africa,🇿🇼,"Zimbabwean food is sadza and the relish beside it — stiff white maize porridge is the national staple, slow-cooked meats and vegetable stews are the sauces, and the cuisine reflects both Shona and Ndebele traditions.",Sadza,"Dense white maize porridge cooked to a firm consistency and eaten by hand. Zimbabwe's national staple — eaten at every meal, used to scoop up stew, relish, or greens.",Nyama ne muriwo,"Beef or goat stew with leafy greens (rape or covo), slow-cooked with tomato and onion. The most common accompaniment to sadza — simple, nourishing, everywhere.",Matemba,"Small dried and salted fish, reconstituted and cooked with tomato and onion into a pungent, savory relish. An affordable everyday protein — pungent, deeply flavorful, and beloved.",,,,
